Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,,,x,,,,,,,,,,,,Kartenübersicht der Hundestationen in Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=1a28db12-8634-4f1d-9ee2-593851014659,other-closed,,d
,,,,,,,,,x,,,,,,,Verkehrsentwicklungsplan,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=6a42f9c2-e18f-4ad1-8043-142b9fc10d5e,other-closed,,d
x,,,,,,,,,,,,,,,,Seniorenbegegnungsstätten in der Stadt Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=779104ea-c14b-471d-9516-d7a4c7712348,other-closed,,d
x,,,,,,,,,,,,,,,,Kinder- und Jugendfreizeiteinrichtungen,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=9995abd5-b29f-483f-a153-17288dfabd88,other-closed,,d
,,,,,,,,,,x,,,,,,Baumkataster der Stadt Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=0f999d3c-b0ca-47d9-b149-ecca634f8a17,other-closed,Papierkarte,d
,,,,,,,,,,x,,,,,,Überwachungsberichte über Altdeponien im Bereich der Stadt Braunschweig (Datenserie),http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=35fc9c0c-55b0-4137-92e7-bc047e6b639f,other-closed,PDF,d
,,,,,,,,,,x,,,,,,Ausgleichs- und Ersatzflächen des Kompensationsflächenkatasters,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=eff0f750-dc5a-46fa-a0ae-4c4b669ea7e4,other-closed,,d
,,x,,,,,,,,,,,,,,Open GeoData Liste der Braunschweiger Straßennamen,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=95443f91-b198-493b-ae78-e4953d0b791c,other-closed,,d
,,x,,,,,,,,,,,,,,Open GeoData Braunschweig - Freies Kartenmaterial und weitere Geodaten im Internet (Datenserie),http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=e2402a04-aa17-4394-94bb-11453cd8f5a7,other-closed,,d
,,,,x,,,,,,,,,,,,Ambulante Dienste im Bereich der Stadt Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=21402275-2440-4a5a-9e9c-0a5336b17126,other-closed,,d
,,,,x,,,,,,,,,,,,Beratungsangebote für Senioren,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=26e32b24-6101-464f-9a43-57e497c60240,other-closed,,d
,,,,,x,,,,,,,,,,,Sehenswürdigkeiten in Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=ac1d4ddc-3cf2-4ad2-8f5d-3dafe8625d86,other-closed,,d
,,x,,,,,,,,,,,,,,Städtische Wohnbaugebiete im Bereich der Stadt Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=90bbc7e6-1a52-40b2-9cf9-441d7dd7abdb,other-closed,,d
,,x,,,,,,,,,,,,,,Einkaufsführer der Stadt Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=f8a48569-4a50-4ecd-9f4d-0db4646ee7bb,other-closed,,d
,,,,,,,,,,x,,,,,,Solarkataster der Stadt Braunschweig (Anwendung),http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=a7387a00-5257-47a0-b99c-2dd970b5b999,other-closed,,d
,,x,,,,,,,,,,,,,,Open GeoData Regionalkarte Braunschweig 1:100.000,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=2b93a2d6-30ea-483c-96f9-038ce3ced451,other-closed,,d
,,,,,,,,,,,,,x,,,Kleingartenkataster,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=683112ee-240e-453b-9918-abb6e3868228,other-closed,,d
,,x,,,,,,,,,,,,,,Übersichtskarte Web Map Service RBE_3_4_MK,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=60b70da3-84ab-4d9d-ba02-83ea397a5a09,other-closed,,d
,,,,,,,,,,x,,,,,,Luftreinhalte- und Aktionsplan,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=9e38a377-1776-4a45-b8d6-187c5b6f9545,other-closed,,d
,,,,,,,,,,x,,,,,,Überschwemmungsgebiet Wabe und Mittelriede,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=b2011336-b871-4118-8f34-e3b5cdd531f6,other-closed,,d
,,,,,,,,,,x,,,,,,Überschwemmungsgebiet der Schunter,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=c0887450-d9d2-41d3-b158-c1071796f127,other-closed,,d
,,,,,,,,,,x,,,,,,Überschwemmungsgebiet der Oker,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=c5d1d03d-64ae-47dd-8033-ff9e6c077285,other-closed,,d
,,x,,,,,,,,,,,,,,Stadtplan Braunschweig (Anwendung),http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=72736b5f-ec29-49d7-b095-3f7e4a5beb39,other-closed,"TIFF,SHAPE,DXF",d
,,x,,,,,,,,,,,,,,Statistische Bezirke und Baublöcke,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=01837dd1-7f8d-4133-bb23-a222a966d9d0,other-closed,"TIFF,SHAPE,DXF,PDF,AI",d
x,,,,,,,,,,,,,,,,Bevölkerungsentwicklung in Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=66a30723-dd7c-4e62-b6e4-c27feb912b0b,other-closed,,d
,,,,,,,,,,x,,,,,,Lage der Wertstoffcontainer im Stadtgebiet Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=82ea095a-fefa-49ea-a051-c1d916d3ac7a,other-closed,,d
,,x,,,,,,,,,,,,,,Bebauungsplankataster (Anwendung),http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=280d326e-25c8-4e96-a091-224ba8623f60,other-closed,,d
,,x,,,,,,,,,,,,,,Videoüberwachung in der Stadt Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=dc77c1be-c808-45c1-b8c5-6b2ab6567f8a,other-closed,,d
,,x,,,,,,,,,,,,,,Videoüberwachung in der Stadt Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=25a9b40e-2d79-4d7d-af75-719e734ce158,other-closed,,d
,,x,,,,,,,,,,,,,,Baulandkataster,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=ee67de4b-cf74-49e7-a4b4-598c1efd2769,other-closed,,d
,,,,,,,,,,x,,,,,,Solarkataster der Stadt Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=2cc42b5e-6de0-41b6-86b5-2a1530f5fa44,other-closed,,d
,,,,,,,,,,x,,,,,,Lärmaktionsplan - Lärmminderungsplanung,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=022888f0-731a-4bf7-9887-22dc80c4bb39,other-closed,,d
,,x,,,,,,,,,,,,,,Open GeoData Stadtübersichtskarte Braunschweig 1:40.000,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=dd7e505a-9f32-4109-9f9b-b9ac5bbcd0a2,other-closed,,d
,,x,,,,,,,,,,,,,,"Open GeoData Wege, Routen, Rundgänge zu Sehenswürdigkeiten und Naherholungsgebiete der Stadt Braunschweig",http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=6be487f5-2bcb-4857-a7ba-6914fcd6f74a,other-closed,,d
,,,,,,,,,,x,,,,,,Amphibienschutz,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=7860883c-0923-462b-aa32-aa435da91a04,other-closed,,d
,,x,,,,,,,,,,,,,,Wahlatlas der Stadt Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=5f0cd69f-ba03-4b60-910f-1c8de9606585,other-closed,,d
,,x,,,,,,,,,,,,,,Bevölkerung mit Migrationshintergrund in Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=2b6630a3-09f3-4f1f-8ac7-21055c7eb1bf,other-closed,,d
,,,,,x,,,,,,,,,,,Braunschweigs Brücken,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=d06a04a4-d599-4426-ab31-810e96d379ea,other-closed,,d
,,,,x,,,,,,,,,,,,Qualität der Badegewässer in Braunschweig,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=27915814-a0e3-4672-89c1-6b9f0e1bd7fd,other-closed,,d
,,x,,,,,,,,,,,,,,Bebauungsplankataster,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=acc13d8a-eaf7-41aa-8d72-eaed321a0227,other-closed,,d
,,x,,,,,,,,,,,,,,Ausgelegte Bebauungspläne,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=5ee4a0fe-8f53-431d-a9e8-1761b01fa3ac,other-closed,,d
,,,,,,,,,,x,,,,,,Klimaschutzkonzept,http://geoportal.braunschweig.de/terraCatalog/Query/ShowCSWInfo.do;?fileIdentifier=8bbe6b89-8005-4a0a-98a3-f0203ebecc63,other-closed,,d
,,,,,,,,,,,,x,,,,Metadatenkatalog der Stadt Braunschweig,https://www.govdata.de/daten/-/details/722ede8a-2177-4658-bc8c-67cb635dace0,dl-de-by-2.0,"APPLICATION,XML",d
,,x,,,,,,,,,,,,,,Open GeoData Braunschweig - Freies Kartenmaterial und weitere Geodaten im Internet,https://www.govdata.de/daten/-/details/0d3d0e1e-344e-4a74-8a64-a5acd34ea7eb,dl-de-by-2.0,MULT,d
,,x,,,,,,,,,,,,,,Open GeoData Stadtplan Braunschweig 1:20.000,https://www.govdata.de/daten/-/details/67b0308b-9d36-4953-b1f7-e73ae1a21d27,dl-de-by-2.0,TIFF,d
,,x,,,,,,,,,,,,,,Open GeoData Stadtkarten Braunschweig 1:5.000,https://www.govdata.de/daten/-/details/c1e68356-cfbd-4b77-9478-32df8b2b9e26,dl-de-by-2.0,TIFF,d
,,,,,,x,,,,,,,,,,"Open GeoData Wege, Routen, Rundgänge zu Sehenswürdigkeiten und Naherholungsgebiete der Stadt Braunschweig",https://www.govdata.de/daten/-/details/186d6f9d-0c7a-4de6-8c05-06b63a043ce4,dl-de-by-2.0,"GPX,KML",d
,,x,,,,,,,,,,,,,,Open GeoData Liste der Braunschweiger Straßennamen,https://www.govdata.de/daten/-/details/09fa61de-34af-4cad-a5e5-e9ac0ca1ce15,dl-de-by-2.0,TXT,d
,,x,,,,,,,,,,,,,,Open GeoData Regionalkarte Braunschweig 1:100.000,https://www.govdata.de/daten/-/details/273b1405-0386-4836-b670-d92d6901cc9b,dl-de-by-2.0,TIFF,d
,,x,,,,,,,,,,,,,,Open GeoData Stadtübersichtskarte Braunschweig 1:40.000,https://www.govdata.de/daten/-/details/34a034e9-4194-459d-b9cc-df7f6742cc6e,dl-de-by-2.0,TIFF,d
